,description,location,retweetcount,text,date,hashtags
183,🇲🇽| herb lover 🍃💨 | Tech curious 👩🏻‍💻| business 👩🏻‍💼 woman ~ criminal law 📚 | workout 🏋🏻‍♀️ journey,In my own world ,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:46:34+00:00,[]
184,Amos: esquivel2251 😛😛                cashapp: $moni251,,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:46:37+00:00,[]
185,"Interests in ethics-bioethics,propaganda,critique of technology, mystical - spiritual Ⓐnarchism - Eastern Philosophy  
Opposed to transhumanism IOB IOT- 4IR WEF",Digital Nation,1,"Probably a big chunk of the “#treatment-resistant depression” market actually is experiencing adverse drug effects of drugs. Literature calls this “pseudo-resistance”. Your #psychiatrist probably has not read this material, will shunt you to #ECT anyway. https://t.co/F7zU58YRGX",2022-04-30 16:46:37+00:00,['treatment']
186,lily | 23 | she/they | venmo: cyberviolet,chicago ✡️ | BLM,0,sometimes it’s used for depression when ss/nri’s don’t work or in not severe adhd,2022-04-30 16:46:37+00:00,[]
187,"▪︎🥁Musician{Drummer}▪︎⚽️Analyst ▪︎⚽️LFC

▪︎📍Sweetphops","Polokwane, South Africa",26,"I hate the depression that comes after having a good time.. be it groove or any type of outing..
like ufike endlini all of a sudden you're down",2022-04-30 16:46:41+00:00,[]
188,"""Og prisen for Årets Tålmodighetsprøve går til Øyvind Solstad"" 
- Atle Antonsen","Oslo, Norway",132,"This man-baby has neither the qualifications nor a minimal understanding of the use of psychotropic medications yet is dispensing advice to millions.

Wellbutrin is often used as an adjunctive rather than primary antidepressant for treatment resistant depression. It saves lives. https://t.co/pnxlclrENI",2022-04-30 16:46:42+00:00,[]
189,"APOC, Talent Coordinator, horror fan and all around weirdo. Living a life without regrets since 1987. 🏳️‍🌈 she/they IG: MissLusyd","Los Angeles, CA",489,"@elonmusk @pmarca Hey Elon, I'm a suicidologist, psychiatrist, and and psychopharmacologist. I have expertise in every aspect of this tweet. You are absolutely off base here and your uninformed opinions here are against the evidence.

Demonstrate the ability to learn.

https://t.co/QnRIcjEUgk",2022-04-30 16:46:42+00:00,[]
190,🍁 Hope For The Best🍁🕵,"Abbottabad, ",5,"Allah is greater than your trials, storms, depression, doubts, worries, fears, addictions. He is greater than it all.",2022-04-30 16:46:45+00:00,[]
191,"Into the mud, scum queen!",,132,"This man-baby has neither the qualifications nor a minimal understanding of the use of psychotropic medications yet is dispensing advice to millions.

Wellbutrin is often used as an adjunctive rather than primary antidepressant for treatment resistant depression. It saves lives. https://t.co/pnxlclrENI",2022-04-30 16:46:45+00:00,[]
192,"Proud Democrat, proud mother of one, and proud wife of a wonderful human being for the last 32 years 🌊",,438,Wellbutrin (Bupropion) is trending bc Elon Musk said it causes suicide and should be taken off the market. That tweet should have a disinformation warning. Wellbutrin is an established protocol for depression and has saved millions of lives. Don't take medical advice from randos.,2022-04-30 16:46:48+00:00,[]
193,‘96 • istp • minors dni ϟ cy jaem zcl writing music (incl musicals) sf/f & oversharing,,0,the central-bound train platform near my hosp always filled w people dressed to impress plus me depression-dressed,2022-04-30 16:46:48+00:00,[]
194,"Stay in hell | Overthinker | Wich |
The sunset is beautiful isn't it! | She loves Food Food and Food! that's it____μου λειπεις",Air,1,Desi parents are so quick to notice a child in relationship but not in depression,2022-04-30 16:46:50+00:00,[]
195,"Principal/COO, MJMeetings | Visual Storyteller #micology | Rational Optimist | Jayhawk | Sushi Lover","Kansas City, MO",489,"@elonmusk @pmarca Hey Elon, I'm a suicidologist, psychiatrist, and and psychopharmacologist. I have expertise in every aspect of this tweet. You are absolutely off base here and your uninformed opinions here are against the evidence.

Demonstrate the ability to learn.

https://t.co/QnRIcjEUgk",2022-04-30 16:46:51+00:00,[]
196,#BlockPutinWallets #Feminist #TheResistance #OrgasmDonor #FBPE #BLM #BengalCat,"Oslo, Norway",132,"This man-baby has neither the qualifications nor a minimal understanding of the use of psychotropic medications yet is dispensing advice to millions.

Wellbutrin is often used as an adjunctive rather than primary antidepressant for treatment resistant depression. It saves lives. https://t.co/pnxlclrENI",2022-04-30 16:46:51+00:00,[]
197,"This account randomly tweets quotes from @Jet_the_hawk every four hours.

Run by @Weer_Dough",,0,It's two in the morning and I'm looking up fanfiction of myself is this what crippling depression feels like?,2022-04-30 16:46:52+00:00,[]
198,I'm freeeeeeeeee,,0,"@HHS_ASH Maybe we should start looking for abusive parents and teachers pushing the LGBTQ+ agenda when they're young. That seems to be when depression and anger starts for all of us. Protect our kids, don't sexualize them!",2022-04-30 16:46:53+00:00,[]
199,"Engineering Grad - Paramedic. Seek intellectual discourse only.
'A brain lesion a day from the Twitter cray cray.' -Me",United States,9,"@VT_Duffman @joshtpm My mom, a psych APRN, is still so frustrated about how the increased rate of suicide in teens on SSRIs was covered. She says ""The drug doesn't cause the impulses! They finally have enough energy to act on the impulses they were already feeling! You know, from the depression.""",2022-04-30 16:46:56+00:00,[]
200,Psychedelic Journalism. Your Home for Psychedelic News! Psychedelic Mushrooms Posted Daily!🍄📰,Nature,3,Australian researchers trialling magic mushroom active ingredient as antidepressant https://t.co/XH9lytvA2Z,2022-04-30 16:46:59+00:00,[]
201,"Crypto enthusiast, HEX investor, PulseChain OG #3900 Etherscan sacrifice ranking - top 10% of wallet addresses, PulseX minnow","South Dakota, USA",0,I agree with Peter 💯 here. We are headed to Great Depression recession levels if they don’t change course. https://t.co/uTqtYAmlFJ,2022-04-30 16:47:03+00:00,[]
202,UW Art that inspires self-worth and trusting your own path. https://t.co/zQSvKsftKE https://t.co/amIEXNRrKK,"Maui, Hawaii ",0,"@Bryant_Austin_ Beautiful Bryant and thank you for sharing this. I too have been lifted out of depression, took me about 2 years as well to start photographing again. I started with an analogue film camera and led me to UW 🌺💫",2022-04-30 16:47:04+00:00,[]
203,❗️https://t.co/KcLvop8YA2 ❗️ DO NOT PQRT ♡︎ @trumpum_ @sujuuzo @riatoji ♡︎,she/her icon @kvlen,0,@nct_wish my therapist said that depression symptoms could get worse after covid so ig it makes sense to visit a psychotherapist/psychiatrist ??.. sorry if i said anything wrong,2022-04-30 16:47:07+00:00,[]
204,Glitter Goddess of the Sunset Strip,LA,438,Wellbutrin (Bupropion) is trending bc Elon Musk said it causes suicide and should be taken off the market. That tweet should have a disinformation warning. Wellbutrin is an established protocol for depression and has saved millions of lives. Don't take medical advice from randos.,2022-04-30 16:47:10+00:00,[]
205,,,0,"@Cernovich Yeah. The west is soft. We can military push around almost any country in the world. Internally however, when real tough times come I don't see many depression era type of folks here who are hardened enough to withstand. I've recently started fasting 16 hrs a day. It's not easy",2022-04-30 16:47:11+00:00,[]
206,"🎙Co-Host, “The Roar” on @bluewirepods",,0,@VishKumaran Using depression as a red flag,2022-04-30 16:47:12+00:00,[]
207,"இதுல எப்பிடிண்ணே லைட் எரியும்
Tweets are Personal, RTs are not endorsements. belongs to Dravidian stock.(DMK-TW-22017)"," Tamil Nadu, India",158,"A medical student &amp; a patient, who had multiple episodes of depression during UG, finally cleared the exams. I asked him,what next?

He replied, sir no more entrance exams for me. I don't want to do PG.

I felt so happy at his maturity. 
If you don't do PG, that's perfectly ok.",2022-04-30 16:47:13+00:00,[]
208,Stan is a published author whose mental health advice has been featured on TV and on the radio.  Read Stan's free advice at his blog at https://t.co/Doha7t6mv2,"Pennsylvania, USA",0,"Get anxiety advice at https://t.co/lXxnMfLxMt

#addict
#addiction
#AddictionRecovery
 #Anxiety
#anxious
#AskForHelp
#bipolar
#bipolardisorder 
#bpd 
#breakthestigma 
#counselling  
#Depression
#endstigma 
#endthestigma
#faithoverfear
#familytherapy 
#happiness https://t.co/fLhpS1XYK3",2022-04-30 16:47:15+00:00,"['addict', 'addiction', 'AddictionRecovery', 'Anxiety', 'anxious', 'AskForHelp', 'bipolar', 'bipolardisorder', 'bpd', 'breakthestigma', 'counselling', 'Depression', 'endstigma', 'endthestigma', 'faithoverfear', 'familytherapy', 'happiness']"
209,"🧐🤓🥸Free Speech Absolutist, Didn’t Make the Rules but Plays by Them 🤡🤡For Leftists: Latina, Indigenous, Grandparents Refugees of Nazis and Commies","Texas, USA",0,"The current research into psychedelics and mental health issues is game changing and critical. Allowing people with PTSD, addiction and major depression to be free of these issues without a daily dose of drugs is a miracle. https://t.co/YkU5xkhGbk",2022-04-30 16:47:16+00:00,[]
210,He/Him/Pagan/Anti-Fascist/Nerd/Collector/Shellhead/Robin wannabe/Spider-Fan/Zoidian/Trekkie/Somewhat Saiyan/Quirkless,Instalation 07,349,"*sees Wellbutrin, a drug that has helped friends of mine both with Depression and ADHD live better lives, trending*

Oh, this can't be good.

*Click*

... well, it's not the first reason Elon can go fuck himself, but it's on the list.",2022-04-30 16:47:16+00:00,[]
211,"half man, half amazing. probably half god, but that don’t fit my calculation",,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:47:25+00:00,[]
212,🏄🏿 viewer discretion is advised,,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:47:25+00:00,[]
213,Currently Lee DongWooking | This is a personal acct! | ELF 💙 | ENG 中文 한국어 👌 | See link for Lee Dong Wook magazine translations and English subbed videos 👇🏻,Singapore 🇸🇬,0,"@wookhairflip I haven't seen every interview of his, but from those that I've seen, i don't recall seeing him use the exact words ""depression"". We can only deduce that based on his description of his feelings and actions, like not wanting to leave the house, his nightmares etc.",2022-04-30 16:47:26+00:00,[]
214,🏳️‍🌈🚺♒🙏🤘,PnW,0,"@ronluciuk @AshleyGWinter As someone who has tried both modalities, I can say that exercise is an amazing tool for depression, especially dysthymia. But, for major depression, it isn't enough. SSRIs save lives.",2022-04-30 16:47:27+00:00,[]
215,Rethinking EVERYTHING we've been taught by the Patriarchy. IG: @robin_thinks,"Colorado, USA",0,We have become so convinced that church is the answer to all the world's ills that even atheists have churches now. Yet suicide and depression rates just keep climbing. Maybe another church is not what we need. Maybe you just need to #findyourtribe https://t.co/xv3Ac7qQf5,2022-04-30 16:47:28+00:00,['findyourtribe']
216,Scbian,,158,"A medical student &amp; a patient, who had multiple episodes of depression during UG, finally cleared the exams. I asked him,what next?

He replied, sir no more entrance exams for me. I don't want to do PG.

I felt so happy at his maturity. 
If you don't do PG, that's perfectly ok.",2022-04-30 16:47:33+00:00,[]
217,"Active member of AFSCME. @MPLSRLF Delegate, Iraq War veteran, Ⓥ, #Whovian, gardener, music lover, virtual traveler, & pro-lifelong learning.  He/they.","Minneapolis, Minnesota",12051,The median annual pay during the Great Depression was 22% of the cost of an average home. Today's it's 14%. That means that pay relative to home cost made it easier to buy a home during the Great Depression than right now. This is absurd.,2022-04-30 16:47:33+00:00,[]
218,,,12,"The leading cause of depression is reality.

MUNAWAR FOR THE WIN",2022-04-30 16:47:39+00:00,[]
219,jet fuel can’t melt steel beams,help me bitch im in hell,58,anxiety and depression are the mental illnesses i feel comfortable admitting to but don’t worry i have others up my sleeve 😏,2022-04-30 16:47:44+00:00,[]
220,trash man,,0,"having a rough day, gonna go get things to make my favorite depression meal. don’t ask me what it is lol https://t.co/KexDpu1bxS",2022-04-30 16:47:47+00:00,[]
221,Free Spirit ☯️🕉Wiccan🔮Hoopist⭕️Sassy🐶Traveled✈️,"Minooka, IL",0,Living with manic bi-polar depression is challenging.. everyday is a struggle. But I’m thankful for everyday. #LearningToLoveMySelf,2022-04-30 16:47:50+00:00,['LearningToLoveMySelf']
222,,India,12,"The leading cause of depression is reality.

MUNAWAR FOR THE WIN",2022-04-30 16:47:53+00:00,[]
223,"Errata, ephemera, et cetera.","New York, NY",0,"@thesiriusreport US Gov’t just saved tens of millions from destitution and averted a global depression by casually dropping $5 TRILLION on pandemic relief, across two administrations from two parties devoted to killing each other.

Hard to make the “more butter! less guns!” pose after that.",2022-04-30 16:47:56+00:00,[]
224,,,127,"@gate_io @talkmada @Marvin_Inu @elonmusk This question can turn into depression for those who ignored $Marvin during its early stage. Its not pleasant to miss life changing opportunities.

We aim to build Marvin in a way that will offer a lot back to its community rather than just offering a positive price action.",2022-04-30 16:47:58+00:00,[]
225,"BETWEEN A SMILE AND A TEAR,
'VROEGER' WAS 'T SIMPELER/DUIDELIJKER #Benedanti #skinwalker #amusement RT=? 🤣 #Vlaamswereldburger =ticfautmens #music #life 'space","Tienen, België",3,Australian researchers trialling magic mushroom active ingredient as antidepressant https://t.co/XH9lytvA2Z,2022-04-30 16:48:06+00:00,[]
226,I popular streamer at https://t.co/4Cqx1k6Pvo I like to bing chilling,,0,https://t.co/dAu0TkBntt Gonna play a bit before I actually have to do things in my day. The people I get in ranked are going to make me act up and not in a good way #twitch #twitchtv #smallstreamer #SmallStreamersConnect #gamergirl #depression,2022-04-30 16:48:07+00:00,"['twitch', 'twitchtv', 'smallstreamer', 'SmallStreamersConnect', 'gamergirl', 'depression']"
227,"By turns poetic, philosophical, or just going thru the intensities. Nice person. Tell me what else to say. GAD, HSP 🌹🥀... 🍕",USA,0,"It seems the heaviest or most frequent depressions attend heavy involvement in an intimate relationship.

But also when you're in no such relationship.

About the 2nd: it seems that, even if wouldn't take a relationship if it was there for you, you still suffer the depression.",2022-04-30 16:48:09+00:00,[]
228,slayless,,2,Doing this cured my depression https://t.co/X5zd7SzT1z,2022-04-30 16:48:14+00:00,[]
229,"Instagram @missjalahbby, NCATALUMNA 💙💛",,389,tbh...I think our generation is too goal focused at times and that's why there's so much depression and anxiety (along with self worth issues) because we set these high goals in unbelievably short timeframes and when we even seem to be a inch off track we chastise ourselves,2022-04-30 16:48:15+00:00,[]
230,she / they. TENURE TRACK (🎉) instructional designer. EdD. crafty 🧶. mountain obsessed ⛰. neurodiverse squad (OCD). husband @jeffresno,"fresno, ca",2,"I've been taking Wellbutrin for years and it's been a godsend. It has done incredible things for my depression and although it wasn't enough for my ADHD I think it helped juuuuust enough for me to survive it until I got my diagnosis.

Does it work for everyone? No. Nothing does.",2022-04-30 16:48:15+00:00,[]
231,"math & cs major

rat kevin fang mirrored",Klausenburg | 18,0,@mxxn77 literally depression cured if I just had a humble 1k/m passive income,2022-04-30 16:48:18+00:00,[]
232,Cat & Dog lover. Love walking in parks and along river trails. City girl. #BidenHarris2020 #StillWithher #MentalHealthAdvocate #Democrat,"Columbus, OH",0,"@elonmusk @pmarca Oranges are much better than tomatoes. Wellbutrin is an antidepressant. Adderall is an amphetamine. If a doctor prescribes Adderall for depression, turn them into the your State Medical Board.",2022-04-30 16:48:18+00:00,[]
233,RN BSN CCRN • trans • he/they • queer• opinions are my own,"Somerville, MA",0,"I take Wellbutrin &amp; Adderall and both have been substantially life changing. This combo saved me from crippling, near suicidal depression and allows me to function like a neurotypical person.",2022-04-30 16:48:19+00:00,[]
234,Binary.Reactive.Artificially.Intelligent.Neurocircuit MGMT/Booking - bookings@antilvbelcollective.com warning: May speak my mind,"Kitchener, ON",0,You know someone has suffer for a long time with depression when it’s just simply less energy to keep smiling and pretend it’s alright then to open up about what’s eating you inside,2022-04-30 16:48:23+00:00,[]
235,"The soyest of boys, so soy I ceased being a boy- they/them

Icon art by @maverwyn",,0,"@BloggingChad @JaneidyEve @elonmusk @pmarca Neither do any of those, because the cause of clinical depression isn't something that gets removed or cured. Those are all extremely valuable tools in treating the symptoms- but medication is as well, and all should be considered as part of a treatment regime.",2022-04-30 16:48:25+00:00,[]
236,"PXP OJHL Tonite on YourTV Halton
CO-Host OJHLRinkside on Your TV Halton
Host of The OHL Tonite on YourTV in Niagara",Ontario,3,"Who would ever say, “I’m glad I’ve had severe depression?” Well, after yesterday’s #Landsblog, we wonder, would @heylandsberg say it? Watch and find out. #SickNotWeak https://t.co/VJKVagmFQV",2022-04-30 16:48:27+00:00,['Landsblog']
237,"✨ the ν girl on the block ✨ physics grad student✨ loves neutrinos and sci art ✨ also known as alexia (she/they) ✨ autistic, queer, and disabled","London, England",162,"Elon Musk is not a psychiatrist. Wellbutrin has helped many with depression and some with ADHD, and Adderall very effective in ADHD. Millions have the story of ""it helped me,"" and in a meta-analysis of RCTs, bupropion did not increase suicidality.

https://t.co/QnRIcjEUgk https://t.co/vkit1z0KOP",2022-04-30 16:48:28+00:00,[]
238,"Smoll, sad, and pretty",والد صاحب کا گھر,1,Desi parents are so quick to notice a child in relationship but not in depression,2022-04-30 16:48:33+00:00,[]
239,26 she/her ~ queer singy/screamy vocalist ~ CURSED MERCH: https://t.co/uuNLBDX3ql 🌸 draws @sakibatch,NJ | insta is same @,0,It’s almost May and I’ve only done two covers this year :c any tips on finding motivation in a depression hole?,2022-04-30 16:48:35+00:00,[]
240,🍇🍇 Here for Terror Jr and being snarky || Admin for @grapeclub4lyfe,,0,"Wellbutrin treats depression. Adderall treats ADHD. If misdiagnosed, taking incorrect meds may cause suicidal ideation. Personal anecdote- I was dxed w bipolar 2. My orig dx was major depression. The anti depressants messed me up. I now take lamictal &amp; able to function normally https://t.co/0cY94cCeEV",2022-04-30 16:48:36+00:00,[]
241,"✨kind is cool✨

clinical psychologist (trainee)",India,128,"Cognitive distortions are common thinking errors that can contribute to anxiety and depression. 

A 🧵of some of the most common cognitive distortions (with AI-generated art created using wombo):

#SciComm #CBTWorks https://t.co/fCPOmzzgjC",2022-04-30 16:48:36+00:00,[]
242,🇭🇳 // IX.V.XCVIII // Add me on snaaapp @ xoxoestefany,999/777,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:48:38+00:00,[]
243,"The MPH Method Owner & Founder, 'The Whole Body Practice' as featured in The Telegraph, Women's Fitness, The Daily Mail and many more","Fitzrovia, London",0,"Ive suffered from #depression for most of my adult life, often many years undiagnosed.
-
How did I beat it? Well…i didnt. But working out and concentrating on diet was a step in the right direction.
-
It wasnt the answer. It was part of the answer.
-
There is no holy grail.",2022-04-30 16:48:42+00:00,['depression']
244,(18+ Only) They/She 🧡🤍💖 I make ASMR 😴 All I tweet about is video games and D&D♥️ All my links https://t.co/FkVAT0mQkX,Dreamland,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:48:44+00:00,[]
245,just your local friendly neighborhood ✨dumbass✨ can anyone tell me when and where I can sign an NDA to get with Jack Harlow?,cap sun/moon/rising,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:48:44+00:00,[]
246,,,26,"I hate the depression that comes after having a good time.. be it groove or any type of outing..
like ufike endlini all of a sudden you're down",2022-04-30 16:48:45+00:00,[]
247,Stan is a published author whose mental health advice has been featured on TV and on the radio.  Read Stan's free advice at his blog at https://t.co/Doha7t6mv2,"Pennsylvania, USA",0,"Get anxiety advice at https://t.co/lXxnMfLxMt

#addict
#addiction
#AddictionRecovery
 #Anxiety
#anxious
#AskForHelp
#bipolar
#bipolardisorder 
#bpd 
#breakthestigma 
#counselling  
#Depression
#endstigma 
#endthestigma
#faithoverfear
#familytherapy 
#happiness https://t.co/H2h8gjDZe9",2022-04-30 16:48:45+00:00,"['addict', 'addiction', 'AddictionRecovery', 'Anxiety', 'anxious', 'AskForHelp', 'bipolar', 'bipolardisorder', 'bpd', 'breakthestigma', 'counselling', 'Depression', 'endstigma', 'endthestigma', 'faithoverfear', 'familytherapy', 'happiness']"
248,left-curving irrational exuberance | quant ops cosplayer,,0,"someone should create an graph/diagram illustrating the emotional stages of your average NFT bag holder - from skepticism, wariness of first purchase, transition to supporter, depression with sprinkle of hope for bags, and then finally full-stage cope",2022-04-30 16:48:48+00:00,[]
249,"After 1,000,000,000 attempts to get back my old account @rashivxx - Here I am a novice on this street.",🇳🇬,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:48:49+00:00,[]
250,Creative Director 🎬 • Gamer 🎮 • Artist 🎨 • Tales Series 🃏• Bioinformatician 🔬 || Just another human filled with love 💙 || Tweets in: عربي/English/日本語,"San Diego, CA",0,@AzaJabar “Depression survivor” bish please everyone is 🙂,2022-04-30 16:48:49+00:00,[]
251,"Husband to 1, dad to 10 #Editor #SmallBusinessOwner #Adoption Orphan care advocate. Called a ""blind follower of @drmoore the deceiver"" by ExComm trustee.","Atlanta, GA",0,Thinking depression is cured by thanksgiving is something an idiot would do. Don't be like Scott. Be like Dwight. https://t.co/xeOmFBQRtM https://t.co/1aL8qTB32w,2022-04-30 16:48:52+00:00,[]
252,RT not necessarily endorsement. Likes may be just a bookmark & not what you think it is. Justathought.,,1,@drjessigold This medication has (potentially) cross-diagnosis positive impacts. Having anxiety and depression for 8+ years but 2 years ago I started having migraines &amp; headaches constantly. Swapped my medications to this one which has met all these needs with a positive impact on some level.,2022-04-30 16:48:52+00:00,[]
253,"A loud, persistent voice in the field of mental and emotional health & the experience of addiction.","Malibu, CA",0,"Healing childhood #trauma can lead to overcoming addiction, depression, anxiety, or any debilitating condition which benefits from redefining who you are.",2022-04-30 16:48:53+00:00,['trauma']
254,Any sufficiently advanced technology is indistinguishable from magic. - Arthur C. Clarke,"Des Moines, Iowa",0,@_msw_ Or depression - stop caring enough to mask - but that’s a rather common mental health issue most have had at some level.,2022-04-30 16:48:54+00:00,[]
255,world record holder (Amateur Milf Hunter),"New Jersey, USA",0,Forgot my headphones and I’m at gym…depression lifting,2022-04-30 16:48:54+00:00,[]
256,,,433,"We must speak out against why there have been no #army recruitments in last 3 years. 
An aspirant Pavan of Bhivani, Haryana committed suicide. Many youth are in shock and depression over this issue.
@narendramodi, kindly look into it. https://t.co/qIUjormNFb",2022-04-30 16:48:55+00:00,['army']
257,"Author of the NEW book: Do Hard Things: https://t.co/VWfBHvV6ti
Co-Founder: https://t.co/yo9E7lJrV2
Performance Coach: Executives, Entrepreneurs, Athletes","Houston, TX",0,"People who work through mental health issues are often the toughest, not the weakest.

I don't think it's a coincidence that the president who helped us navigate through our country's hardest times, Lincoln, suffered from depression/mental illness.",2022-04-30 16:48:56+00:00,[]
258,that’s my purse i don’t know you!!!!,shoney’s,58,anxiety and depression are the mental illnesses i feel comfortable admitting to but don’t worry i have others up my sleeve 😏,2022-04-30 16:48:57+00:00,[]
259,Progress is a process #DKC2 💙,"Medellín, Antioquia",389,tbh...I think our generation is too goal focused at times and that's why there's so much depression and anxiety (along with self worth issues) because we set these high goals in unbelievably short timeframes and when we even seem to be a inch off track we chastise ourselves,2022-04-30 16:49:01+00:00,[]
260,I make stuff and do things. Full-time freelancer & an okay-ish content creator on Twitch. 🥴,"Austin, TX",0,"I’m pretty sure being an adult is:

Getting ✨ REALLY ✨ good at pretending your crippling anxiety or depression isn’t a problem.",2022-04-30 16:49:03+00:00,[]
261,bio not available in your region,Nepal,0,"To those who battle with depression and are battling suicidal thoughts, do you guys go through this cycle where you hear a random phrase in a series, movie or a song, and now that’s kind of like the running theme in your suicidal thoughts?",2022-04-30 16:49:04+00:00,[]
262,Prof Honeycutt's Biological Psychology course @BowdoinCollege - Learning about #Neuroscience and #SciComm one tweet at a time! - Spring 2022 🧠 🔬 🐻‍❄️,,0,(1/7) Moderie et al (2022) investigate the effects that #pharmacological combinations have on treatment-resistant #unipolar depression (TRD) and #bipolar disorder (BD) and if there are any drastic improvements between these treatments for TRD or BD. https://t.co/HucDE0n63u https://t.co/SJJ9DY6RZL,2022-04-30 16:49:07+00:00,"['pharmacological', 'unipolar', 'bipolar']"
263,RT not necessarily endorsement. Likes may be just a bookmark & not what you think it is. Justathought.,,0,@drjessigold @DrJessIsomMDMPH The demotivating effects of depression can be protective against completing suicide. Wellbutrin is energy giving. Folks are at higher risk when they first start taking the med. This is the case with many antidepressants and a documented phenomenon.,2022-04-30 16:49:11+00:00,[]
264,yikes,Eating chocolate,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:49:11+00:00,[]
265,23|🌈|Medical Cannabis User| #Otaku & Moonie|Gamer & Reader| Horror Lover |21+| Im just a weird lil marshmallow who was to be a Elf,Candy Land ,0,I think I’m finally out of this year and half long depression episode. I’m finally feeling like myself again.,2022-04-30 16:49:13+00:00,[]
266,Capitalism is ugly but all cats are beautiful.  He/him,,0,"@RachelPopp7 @wilson6923 @JoshuaPotash These economies have worked during a historical period which is coming to a close. Capitalism is headed for another long crisis like the great depression.

It's impossible to pass new laws or to win back ground in this system. THAT's pointless.",2022-04-30 16:49:15+00:00,[]
267,disgraced former president of the false memory syndrome foundation italixn caucus. UCSC social psych adjunct. CSUMB PhD advised by amazon reviewer Dora Mama,henry cowell state park,0,"@SweatieAngle wait, ppl w depression have near suicide stories? I’m shocked :(",2022-04-30 16:49:26+00:00,[]
268,"18⬇️yo | you can call me Mon or Monmon, nice to meet you! commission closed |
FND: https://t.co/zevtRI8s7I",Canada,1,"I have a deep connection with butterflies. They represent hope, change and rebirth. It reminds me when life got hard and I fought through it to be here. I’m still battling depression and anxiety but I never lose hope that one day I will be better!

I’m made of butterflies🦋 https://t.co/iLqd6j1Y5R",2022-04-30 16:49:27+00:00,[]
269,"(He/Him) Writer. Fan of games, comics & RWBY. Overall worthless & wouldn't be missed. Sexists, racists, homophobes and transphobes should shut up & leave.",,0,Currently at the point where depression is dominating every point of my being and making even simple tasks feel like a struggle. So that’s great.,2022-04-30 16:49:30+00:00,[]
270,Bad gyal storytellers. Watch EP 1 of Smokeshow Show. Link in bio. Founder: @TheWittyGirl,"Los Angeles, CA",58,anxiety and depression are the mental illnesses i feel comfortable admitting to but don’t worry i have others up my sleeve 😏,2022-04-30 16:49:38+00:00,[]
271,usagi. a walking study in demonology. JP-EN TL/editor.  翻訳・通訳・編集者。日本語OK. 9🈹英語です.  30才↑. Opinions mine. ffxiv @ elemental. bnuy. Hideaki Anno Enjoyer. 🔞 腐男子.,LA - they/them!,4,"🌅 Good morning, friends &amp; enemies 🌄

It's time for the Saturday morning song! Yes, that's right, we're going to listen to the Saturday morning song and prove to all my neighbors that this is normal and fine and definitely not a sign of depression!

https://t.co/Wu3LIQCE3m",2022-04-30 16:49:38+00:00,[]
272,,"Waco, TX",0,"@Dallas_Holladay So they prescribed you two very addictive  narcotics, ( one for anxiety and depression) and 2 different types of pain meds. 🤦‍♂️",2022-04-30 16:49:38+00:00,[]
273,MS2 / #UsaTuVoz / YNWA ❤️/ 🇵🇾 she/her/ella / views:tweets are my own,,0,The seasonal depression mixed with new birth control depression I had while I studied in London was baaaad. PHEW 🤧 https://t.co/h1KcUvOvyh,2022-04-30 16:49:41+00:00,[]
274,I am responsible for what I say. I'm not responsible for what you understand...No +234 8062943403 - 09055852360,Lagos Nigeria ,1,"#flutterwave release 86fb funds ooooo before people starts dying out of depression ,my house rent  ooo before landlord chase me out .",2022-04-30 16:49:42+00:00,['flutterwave']
