,description,location,retweetcount,text,date,hashtags
156,Yes i can double jump and airdash,,0,@oldmategamer You made me have Xcom 2 PTSD Congratulations,2022-04-30 15:46:02+00:00,[]
157,"They/Them
I make music - Minor - Idk anymore lol -  i have an aim to get cancelled
Gondola#5178",,0,"Just did bowling, i have ptsd.

Post
Twitter
Stress
Disorder",2022-04-30 15:46:05+00:00,[]
158,IG: dark_tnt5   yuh I’m 21 now so stfu,GA,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:46:16+00:00,[]
159,Mother of Raccoons,,0,I have two therapists for two very different reasons: my first I’ve been with for 9 years and started out as a brief court ordered PTSD one after time spent in a women’s domestic violence group. Long story short: invest in yourself 💛,2022-04-30 15:46:22+00:00,[]
160,"Following my Drive & Passion wrote TRUE Self-Help Book to Help People #1, & Now a Parents Self-Help Guide for Youngins... Amounts to Self-Help for Families MH!",,0,"#Parents #Anxiety #Depression #PTSD #OCD #AddictionRecovery #BPD #Bipolar #ADHD #ADD #Selfhelp... Is there really any more that you need to know or see...? Get on a laptop to Read...  Should be Clear as could be... &amp; If Not, then I would not understand... https://t.co/NvDIeQBk69",2022-04-30 15:46:23+00:00,"['Parents', 'Anxiety', 'Depression', 'PTSD', 'OCD', 'AddictionRecovery', 'BPD', 'Bipolar', 'ADHD', 'ADD', 'Selfhelp']"
161,How many Tigrayan children have to starve to death before @UN takes action to #EndTigraySiege? #CallItAGenocide. @OmnaTigray @SWTigray @Tigraihub,Kuwait,55,"Thousands of #ChildrenOfTigray are suffering from psychological, emotional, &amp; physical trauma from being raped during #TigrayGenocide. They need urgent aid to help with their depression, PTSD, suicide, &amp; panic attacks. @SamanthaJPower @SecBlinken @hrw @SavetheChildren @UN_Women",2022-04-30 15:46:34+00:00,['ChildrenOfTigray']
162,"Poeta, Novelista y cinéfilo.  Última Obra: MEMORIA DEL PARAÍSO.¿Puede la mirada de un niño convertir el infierno en Paraíso?
Disponible en Amazon",,23,"Please check this out on #Facebook #army #coasttocoast #veterans #veteransinaction #ArmedForces #royalengineers #walking #PTSD #charity 

192 miles https://t.co/B45i5Enc8V",2022-04-30 15:46:43+00:00,"['Facebook', 'army', 'coasttocoast', 'veterans', 'veteransinaction', 'ArmedForces', 'royalengineers']"
163,"Working the frontline, sharing my story and giving support. Please don’t report crime here. Fan of @Coffee_Triple ☕️ DM’s are ALWAYS open 📩#ItsOkayNotToBeOkay",United Kingdom,2,"Problems in the current day - Finding out that social services are advising parents that they cannot take a child’s Xbox AND TV away as it’s too cruel for the child and not fair 😡 how are they meant to learn right from wrong, I know let’s call the police instead to deal with it",2022-04-30 15:46:51+00:00,[]
164,"Working the frontline, sharing my story and giving support. Please don’t report crime here. Fan of @Coffee_Triple ☕️ DM’s are ALWAYS open 📩#ItsOkayNotToBeOkay",United Kingdom,0,"Parents are told that they must call the police if their child is misbehaving instead of telling them off! This is why we cannot get to our true victims who need us. Something needs to change and to those we cannot get too, I’m sorry #totalmadness https://t.co/lR5W58Bj6J",2022-04-30 15:46:53+00:00,['totalmadness']
165,Living the best phase of my life Motherhood Proud mother of 3 proud grandma of 💗💗💙 Hard times tough times I still have faith in God Survivor Warrior 🗡🛡,,0,"Supporting Survivors of sexual violence 
#belivesurvivors
#nomeansno
#awareness
#trauma
#ptsd
#rapevictimsurvivor https://t.co/uhFaylPthu",2022-04-30 15:46:56+00:00,"['belivesurvivors', 'nomeansno', 'awareness', 'trauma', 'ptsd', 'rapevictimsurvivor']"
166,I was writing UX content and had a podcast about climate crisis. Then Russia invaded my country. Now I’m explaining Ukraine to the world. #StandWithUkraine,Ukraine,1,"Oh, Stepan was still around – still speaking Ukrainian and suffering PTSD and paranoia (they didn’t know these words back then). For urban kids at the time, Ukrainian was the language of silly village people, and old Stepan completely fit into that image.",2022-04-30 15:47:19+00:00,[]
167,"#adoptee activist NO Magas. she, they. #BLM. bluein a deep red state.sick of the GQP. love is love. vacxed Venmo Gina-Miller-68 NO MESSAGES . married.antifa.",", KS",0,@ellimariyama i have c ptsd,2022-04-30 15:47:36+00:00,[]
168,American Patriot sick of Facebook,no concern of yours,0,@benshapiro If she hit on me I'd have PTSD.,2022-04-30 15:47:43+00:00,[]
169,"Iris Nosferatu Tepes~ Girl Fag. She/her. Tax avoider. housewife. All Cats Are Beautiful (hates cops)
❤️@DOLTHECK","Istanbul, Turkey",0,@_blutgang @halcyonlumia actual ucob ptsd triggering,2022-04-30 15:47:51+00:00,[]
170,"Necromongers: Convert or be killed. Furyans: F*ck You! In a world full of Necromongers, be a Furyan . Stand tall like a Lobster! No Light without Darkness 🌈🦞",United Kingdom,1,@80sgirlforlife I’ve watched all of the trials and yes the psych expert already testified. Amber has borderline personality disorder and histrionic. She overly exaggerated on her  PTSD test. https://t.co/ZU5IiC2itR,2022-04-30 15:48:14+00:00,[]
171,"#Indigenous~StoneyNakoda/Sioux & Piikani/Blackfoot ~, #Edgewalker
Veteran (🇨🇦 Navy), Mom-pusher of children from vag 😅 (she/her)","Prince Edward Island, Canada",256,"Very informative tiktok for those asking why Amber Heard had to sit for a mental evaluation but Johnny Depp didn’t. 

It’s because Heard claimed PTSD from the relationship and therefore put her mental health at issue. 

She opened that door. 

#DeppHeardTrial https://t.co/QKuHF9Xwr4",2022-04-30 15:48:46+00:00,[]
172,"A rabbit who wonders why we other mammals let the naked monkeys take over. #ZeroCovid, #Antifa, #StandWithUkraine
#MammalsUnitedAgainstExtinction
She/Her","Killaloe, Hagarty and Richards",4,Generally sad story being told now - veteran with PTSD who wanted to take his own life after a tour in Iraq in 2015. Whatever disagreements we have (and there are many) we should do a much better job taking care of veterans.,2022-04-30 15:48:48+00:00,[]
173,"Mum of 2, life’s definitely a rollercoaster but I couldn’t have 2 better people to ride it with x",,0,@pc_ptsd My boys have had all tec taken away from them before and I’ll carry on doing so xx,2022-04-30 15:49:14+00:00,[]
174,,,1,"""I got ptsd from ppl doin weird shit to me.""",2022-04-30 15:49:19+00:00,[]
175,Parody Acct! Here to follow stock traders and investors!! Not here to win a fucking high school popularity contest! 🚫 TRAINS 🚫,None of your fucking business ,4,Y’all pray for my Hatcher. Something is wrong - his vet’s offices have no openings. He’s never clingy like this. He’s doing this off and on for 2-3 days. Thought he was better yesterday. He’s only 3 y’all. I have Sammy PTSD. HELP! https://t.co/sf4MWFF2HD,2022-04-30 15:49:46+00:00,[]
176,"PATRIOT: 🇺🇲 America 1st/1-A_2-A. Constitution.  #codeofvets #turn22to0                                              🚫DMs🚫Trains/🚫list🚫Q-qanon
    🇺🇸🇯🇵",Somewhere In Time,3,"I need to ask for prayers for my daughter. The day before yesterday, her house caught on fire. PTSD in overdrive. Thank you. @ICharliesAngel @Jumpmasterpsg @Arkypatriot @Please_Be_U @ddsha68m @ExperimentIndie @thecoffeesfresh @ExperimentIndie @FightOarDie",2022-04-30 15:49:47+00:00,[]
177,,,0,"@allezupyourass @andysignore @TwitterSupport @realamberheard @adam_waldman it wasnt her opinion, the results of the objective psychological exam determined that Heard was faking her symptoms of PTSD (she claimed to be suffering from 19/20 possible symptoms) Are you saying that literally anyone he hires to testify dont count since they're being paid?",2022-04-30 15:49:50+00:00,[]
178,Parody of Justin’s moist Ministress of Foreign and Exotic Affairs. World’s hottest diplomat. Geopolitical Barbie. She/Her/Elle/Clown. Member of Parody Cabinet,Travelling with Supreme Leader,0,@Chantel_Bx0 Did t you see all those Canada flags? Those represent hâte now. They will trigger PTSD for thousands of good liberal voting Ottawa citizens,2022-04-30 15:50:01+00:00,[]
179,Don’t Let Haters Stop U.,The Dark Alleys. ,0,@elamin88 Can it add 5 inches to other areas?,2022-04-30 15:50:09+00:00,[]
180,#ProphetofDeath #Moses #Wisdom #Power  #Courage;) aka Link #HeroOfTime ♥,United States,0,#pasco #FloridaMan #BIKER #Parents #mentalhealth #MLK #Native #Veteran #family #police #StonerFam #disabled #PTSD #bi #nerds #Homeless #environmental #Karma #Canada #Mexico #America #Earth #westcoast #eastcoast #economy #ARMageddon #USA #Amen #fake family n friends 😆good riddins https://t.co/2Uc32fVHWz,2022-04-30 15:50:15+00:00,"['pasco', 'FloridaMan', 'BIKER', 'Parents', 'mentalhealth', 'MLK', 'Native', 'Veteran', 'family', 'police', 'StonerFam', 'disabled', 'PTSD', 'bi', 'nerds', 'Homeless', 'environmental', 'Karma', 'Canada', 'Mexico', 'America', 'Earth', 'westcoast', 'eastcoast', 'economy', 'ARMageddon', 'USA', 'Amen', 'fake']"
181,Raising $20k for @MAPS to fund research into alternative treatments for #depression and #ptsd. Buy a Shroomoji to support! #nft #mentalhealth #shroomojis,Metaverse,5,".@JBergendorff of @SVTNyheter in Sweden explores the potential of #MDMA-assisted therapy in treating PTSD, the personal experience of an individual who received such treatment, and the possibility of regulatory approvals in the U.S. and Europe. https://t.co/dnmaOq3j8Q",2022-04-30 15:50:29+00:00,['MDMA']
182,☭ Revolution & radical love in the anthropocene (she/they) We must love and care for each other. Living on unceded Lenape land. 🇵🇸,"Philadelphia, PA",0,@blashenstein @waywardwaverer @sumdumleftist @polishXcellence I’m sure you have plenty of PTSD that you just completely ignore or take out another people. The difference here is that other people want to be a better person and you have no interest.,2022-04-30 15:50:42+00:00,[]
183,Ded Teddiez creator #dedteddiez and #dedteddiezarmy founder || Bringing passion and compassion to #nfts and #mentalhealth ||,"Pensacola, FL",5,".@JBergendorff of @SVTNyheter in Sweden explores the potential of #MDMA-assisted therapy in treating PTSD, the personal experience of an individual who received such treatment, and the possibility of regulatory approvals in the U.S. and Europe. https://t.co/dnmaOq3j8Q",2022-04-30 15:51:05+00:00,['MDMA']
184,ahem/ahem. Big Simpin/ ambulance driver. drone pilot. published author. creator. eductator. welder. rodent diverter. homestead operator.,Canada,0,@kriissaa_krae Get ready for the PTSD when it’s all over.,2022-04-30 15:51:08+00:00,[]
185,"RN, marathon runner, animal lover, rescues dogs, women/children advocate, #GetVaccinated #SaveOurDemocracy #Climate #LGBTQ #Kindness #PayItForward",,0,"@DmJ43 Love it, Donna! Just be careful, please. I was hit from behind by an inattentive/distracted driver while riding my bike. It has been just over a year now and still have PTSD...transported to trauma center, hospitalization, surgery and now chronic pain. Please be safe! 😊",2022-04-30 15:51:09+00:00,[]
186,$$$$$$$$$$$$,la ,0,i just saw a girl wearing one of our styles on ig and got work ptsd on saturday,2022-04-30 15:51:09+00:00,[]
187,"NEW TWITTER, last Twitter! 🙃",🎒,42,I hate dating people with relationship ptsd I’m not your ex😭my intentions are good..,2022-04-30 15:51:17+00:00,[]
188,Gamer of Xbox360-1 & PS4 GTscubadiver17009 Summer is my favorite season.Philly sports Phan! I love 💙 to scuba dive🤿! Cosplay! Navy Veteran! I DON’T SIMP!!✝️♊️,"Pennsylvania, USA",5,"#18for18 #22to0 #PTSD  #anxiety #SuicideAwareness #Depression  
Day 120 of 365

Any time any where
All Vets &amp; anyone who suffers
One is too many

Each day you are here is a good one
Make those days count and keep fighting and going on
If you need help, know we are here
to help https://t.co/QdQQatEj23",2022-04-30 15:51:27+00:00,"['18for18', '22to0', 'PTSD', 'anxiety', 'SuicideAwareness', 'Depression']"
189,Don’t Let Haters Stop U.,The Dark Alleys. ,14,"A group of House of David barnstorming baseball players pose for a photo in Benton Harbor, Michigan around 1920. Photo by Mark Rucker-Transcendental Graphics, Getty Images https://t.co/9tCoJzQzLX",2022-04-30 15:51:42+00:00,[]
190,paid n pretty✨|| FMOIG📸 & TikTok🤳🏾: @ Hollywood.Tarah,"London, England",37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:51:46+00:00,[]
191,,,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:51:47+00:00,[]
192,| isfj | idaam 🎒,she/her ,1,"@savingsav If your problems are normal, sure. But things like PTSD aren’t that easy to deal with and a lot of times our community makes it worse due to ignorance. People shouldn’t be ashamed to go to therapy, to speak with someone who has studied how to deal with what they went through.",2022-04-30 15:51:53+00:00,[]
193,"Sports:
#NYR
#LetsGoOilers
#NYG
#NYY #RepBX
#FSU

Alum:
UNCG.
The Hall.
GU.
FSU.

M.A. Diplomacy.
M.S. Info Tech.
M.B. Sports Mgmt.

Juris M.  Legal Risk Mgmt.",OLD Harlem/South Charlotte,1,"Watching #AtlantaFX from the other night...

Without even getting into the hilarity that will ensue, I just had a PTSD attack from just seeing the rat race again in NYC on screen. Especially down in ""FiDi"" from two separate stints of working down there.

That's not living. Sorry.",2022-04-30 15:52:02+00:00,['AtlantaFX']
194,"20| please send me show, music, movie, and especially podcast recommendations!| please stay wearing yalls masks",,0,"@MarrowEscape @AutSciPerson highly suspecting i had EDS for a year before i switched hospitals and ended ip getting diagnosed but still had massive doubt due to ptsd from medical abuse
i know at the very least i have sensory and auditory processing disorder with not a single doubt on thay",2022-04-30 15:52:03+00:00,[]
195,‘Health & Safety is the oppression of our physical movement and political correctness is the oppression of our intellectual movement’,"Honktown, Truckistan ",0,@ChelseaHillier6 @FRINGEMlNORITY Ahahahaha looks like we need more tax dollars for ptsd therapy! https://t.co/6mzviaGkqG,2022-04-30 15:52:26+00:00,[]
196,"Too lazy to be a bot. I ❤️ dogs, facts and science. 😷💉💉💉 I stand with Teachers and Nurses. #BLM",,0,@ryan613tucker @RyanSarai1 So sorry you had to experience that. And yes I’m sure you do have PTSD. I hope you can find some peace. ❤️,2022-04-30 15:52:48+00:00,[]
197,,,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:52:54+00:00,[]
198,"|songwriter|music producer| business: theaquadice@gmail.com| VH1, Oxygen TV Network, Doja Cat etc. Underwater Penthouse Out Now Link below ⬇️",East Memphis,0,Music business can give u ptsd,2022-04-30 15:53:46+00:00,[]
199,no minors pls Im not a responsible person,777,18,"I tried lookin for square jobs but I can’t do customer facing jobs anymore bc of my ptsd/adhd/other shit. I can’t do warehouse/stocking/physical labor bc I jumped out of a moving car. So, I’m tryna do sw still but its slow. And I have needs right now. Pls rt to help me survive. https://t.co/zUPDQdtREu",2022-04-30 15:54:14+00:00,[]
200,sometimes it be like that,,0,"@GreenGuerilla1 @Frenchg11623069 @Viktor_Renquist @impeachqueen @kim_because @Badams820 @rjocore989 @dqschmidt15 @pekkerwuud @PatricktheB @AdorablePodcast @ahrehead @WorkersUtopia @VinceGottalotta @medwoman1 @dirk_fasshauer @KitemanArgues @th1rt3en_TM @ziggywilde @BrianNazarenus @thlong20 @Friendof_Darwin @megafant1 @P60291826 @triadaxiom @SockPuppetTruth @RAGINxCAJUN @JGainsbourgh @SapienWoman @bitterclingerpa @Krispi_Largo @WhoaDanWhoa @MJB24681 @Cerulea78083156 @ms_julialee @43Cyoa @MurphyYuiko @AnthonyT2_ @TheLivingKira @LolLolcats99 @TXWomenRESIST @SAmbitionist @JaneKn0wsBest @Mckenzi79691567 @mathmomma24 @PG13ScottWatson @Wanderinglord @pookah72450 @flightmedicems @Opsimath57 oh ptsd

nevermind.  i get that",2022-04-30 15:54:29+00:00,[]
201,no minors pls Im not a responsible person,777,8,"I tried lookin for square jobs but I can’t do customer facing jobs anymore bc of my ptsd/adhd/other shit. I can’t do warehouse/stocking/physical labor bc I jumped out of a moving car. So, I’m tryna do sw still but its slow. And I have needs right now. Pls rt to help me survive. https://t.co/dztGyei89G",2022-04-30 15:54:37+00:00,[]
202,"26, recently diagnosed w adhd, still a poet in spirit. I’m grieving.",She/her,18,"I tried lookin for square jobs but I can’t do customer facing jobs anymore bc of my ptsd/adhd/other shit. I can’t do warehouse/stocking/physical labor bc I jumped out of a moving car. So, I’m tryna do sw still but its slow. And I have needs right now. Pls rt to help me survive. https://t.co/zUPDQdtREu",2022-04-30 15:54:52+00:00,[]
203,ትግራይ እያ ዓለመይ💊,,55,"Thousands of #ChildrenOfTigray are suffering from psychological, emotional, &amp; physical trauma from being raped during #TigrayGenocide. They need urgent aid to help with their depression, PTSD, suicide, &amp; panic attacks. @SamanthaJPower @SecBlinken @hrw @SavetheChildren @UN_Women",2022-04-30 15:54:57+00:00,['ChildrenOfTigray']
204,"Canadian Army. Tweets mostly about music/errata. Rarely obscure military/police issues. Bagged Milk Evangelist. Frequent Bologna Atrocities. 
Слава Україні!",Canada,0,"@smsaideman @StephanieCarvin Yup. Exactly this. (I already had RibFest PTSD from having an office on Sparks street in the summer. Egads, the smell.)",2022-04-30 15:55:22+00:00,[]
205,Being,Who Knows,256,"Very informative tiktok for those asking why Amber Heard had to sit for a mental evaluation but Johnny Depp didn’t. 

It’s because Heard claimed PTSD from the relationship and therefore put her mental health at issue. 

She opened that door. 

#DeppHeardTrial https://t.co/QKuHF9Xwr4",2022-04-30 15:55:35+00:00,[]
206,♍︎ • 🇪🇨🇵🇷 • 21,ur heart,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:55:38+00:00,[]
207,Don’t Let Haters Stop U.,The Dark Alleys. ,480,"Imagine this horrible scenario.

You are or someone you love is the victim of sexual assault. 

Then, a lawmaker - while trying to take away your right to an abortion - tells you your trauma is actually an “opportunity.”

It’s disgusting. https://t.co/bquNUglc9C",2022-04-30 15:55:48+00:00,[]
208,"Following my Drive & Passion wrote TRUE Self-Help Book to Help People #1, & Now a Parents Self-Help Guide for Youngins... Amounts to Self-Help for Families MH!",,0,"#Parents #Anxiety #Depression #PTSD #OCD #AddictionRecovery #BPD #Bipolar #ADHD #ADD #Selfhelp... Absolutely does Take a Process to do it Right for Life! Gots To Do The Work(!), as Tidbits alone &amp; Talk Therapy may sound Good, but DOES NOT accommodate Necessary CHANGE within! https://t.co/NC1K9PY3qH https://t.co/VSNPAuZTjB",2022-04-30 15:55:55+00:00,"['Parents', 'Anxiety', 'Depression', 'PTSD', 'OCD', 'AddictionRecovery', 'BPD', 'Bipolar', 'ADHD', 'ADD', 'Selfhelp']"
209,,,0,"@kesa_040 They're really gonna make him have PTSD flashbacks, aren't they?",2022-04-30 15:55:56+00:00,[]
210,"🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻
Care about equality
wildlife and the environment
and the welfare of all animals
🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻",,2,"Please remember - #PTSDResolution delivers prompt, local, brief, individual &amp; effective help for UK Veterans, Reservists &amp; families. Our FREE therapy is available in-person, online or by phone. Just ring 0300 302 0551 or email contact@ptsdresolution.org Please share! 🙏
#PTSD https://t.co/UPvRxcvcU4",2022-04-30 15:56:04+00:00,['PTSDResolution']
211,Make a plan. Set a goal. Work towards it. But everyone now and then stop and soak it in. For it all could be gone tomorrow! Gay Conservative,Texas,0,"I guess…I’m never going to master this #PTSD. I guess…I’ve been fooling myself that I was getting a handle on it. 

Anyways, I’m going to be signing off. 

Take care y’all!",2022-04-30 15:56:13+00:00,['PTSD']
212,... just an ordinary girl that has big dreams💜🎌🇯🇵♌️💜 Dream as if you'll live forever. Live as if you'll die today. 💜الحمدلله دائما و ابداً,Neverland🌙⭐️,256,"Very informative tiktok for those asking why Amber Heard had to sit for a mental evaluation but Johnny Depp didn’t. 

It’s because Heard claimed PTSD from the relationship and therefore put her mental health at issue. 

She opened that door. 

#DeppHeardTrial https://t.co/QKuHF9Xwr4",2022-04-30 15:56:26+00:00,[]
213,"Working the frontline, sharing my story and giving support. Please don’t report crime here. Fan of @Coffee_Triple ☕️ DM’s are ALWAYS open 📩#ItsOkayNotToBeOkay",United Kingdom,0,@InspKewley Always advised to try and contact a dog handler (albeit never available) and some vehicles now contain biteback but nobody has formally been told how to use it.,2022-04-30 15:56:51+00:00,[]
214,"Art, Fitness, Games!","Cincinnati, OH",0,"@MisterEThirteen @mariokarttourEN A little bit of PTSD, a little bit of quenched thirst for more. I’m still working on a video project that documents my journey.",2022-04-30 15:57:02+00:00,[]
215,"Taken💚. Pansexual. Lover of Energy fields, healing sounds and Kitchen Witchery. Mom of a wild child, plants and a collection of healing crystals.","South Dakota, USA",0,@JoannaIsBack16 It takes a lot of time and patience. I have a life full of trauma and didn't actually escape it until I left my last abusive relationship. Its been almost 4 years and I still have really bad ptsd. But I am finding myself and loving myself through the shadow work. 🖤,2022-04-30 15:57:03+00:00,[]
216,She/Her 💟 Virgo 🌞 Let’s b friends 🤎🌚,"Oklahoma, USA",37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:57:16+00:00,[]
217,C • I move in phases of 3 • #Techgirl,DMV,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 15:57:25+00:00,[]
218,,,0,"@ChiefSilva Thank you for sharing and hats off to you! PTSD is not weakness, it is more a sign of caring too much.  I wish you continued mental/physical health.  #MentalHealthMatters  #ptsdawarness",2022-04-30 15:57:52+00:00,"['MentalHealthMatters', 'ptsdawarness']"
219,18 ✧ streamer for ? ✧ @marynah_1 ✧ OF managed by @snowxd1_,she they,4,Seeing someone tbat gave u ptsd live their life carefree and happy and doing amazing without any consequences 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,2022-04-30 15:58:04+00:00,[]
220,magnetic,"Denver, CO",0,This cat looks just like @bransonjeffreys https://t.co/1iAj7J4c5r,2022-04-30 15:58:08+00:00,[]
221,,,0,"I trust Sly’s methods. After watching how those handles have been used **TO PROVE MY CASES**, I suppose Sly may have been correct, despite that it confused/confuses the fuck out of me.

Even today, I can’t look at how those fake accounts are being used without having PTSD.",2022-04-30 15:58:14+00:00,[]
222,yo,at target♡,7,ion think some parents understand that hitting ur child or destroying their belongings does not teach them a lesson or motivate them to behave better. ur literally just giving ur child PTSD.,2022-04-30 15:58:15+00:00,[]
223,Working alongside young people in care - Volunteer Mentor - I loves me County 💙 Father of dogs 🐶,"Waterford, Ireland",0,Just seen an Instagram story from someone who is in Carrick-on-Shannon on a hen. They are in the same basement I once ended up in while on a stag. I got a bit of PTSD. Nothing ever goes well for me whenever I end up in a basement. Ever.,2022-04-30 15:58:22+00:00,[]
224,Ask me about Dylan’s bussy,,0,"@TheFirstLatina PTSD, post traumatic shit disorder.",2022-04-30 15:58:32+00:00,[]
225,It takes work,"North Carolina, USA",1,I still get ptsd from hearing muffled yelling dont yell in my house,2022-04-30 15:58:39+00:00,[]
226,Love hard. Laugh until it hurts. Live life like there's no tomorrow. Pray without ceasing.,Indy,1,"Untreated #PTSD and chronic stress contributes to higher rates of infant mortality, particularly among Black women. Through @KentState’s Spirit of Motherhood program, they are working on closing that gap. Read more about our partner via @beaconjournal: https://t.co/CiT3HNyJwc",2022-04-30 15:58:47+00:00,['PTSD']
227,Veteran 25 years. Concerned for my country's lack of leadership and the tyrannical methods of this so called current PM.,"Nova Scotia, Canada",12,"#Ottawa Police displaying C8 assault rifles at a protest is an escalation, not a de-escalation.  Doing it at an event that is made up of Veterans, some who may suffer from PTSD is just stupid and unnecessary.  Shameful conduct that will bring the force into disrepute.",2022-04-30 15:58:48+00:00,['Ottawa']
228,sama sama,Selangor,0,WTF AKU BETUL BETUL PTSD KERRRR?!! https://t.co/fW42XhzpE6,2022-04-30 15:58:56+00:00,[]
229,,,7,"I've noticed this creeping anxiety in Indian society since the past 15 years. The overreaction to stress, the apathy to human suffering, resorting to violence at the slightest provocation - the entire nation is in PTSD.

This country is heading towards a cliff and no one cares! https://t.co/AbGlnAVHgK",2022-04-30 15:58:59+00:00,[]
230,"Partnered @Twitch Streamer, Former Madden NFL Prima Guide Co-Author, Bears/Cubs Fan. Business Inquiries: gridirongameplans@gmail.com  https://t.co/Em5NYS5cu8","Illinois, USA",0,"@IrishBearsShow Agreed!

It's tough to do with the PTSD of the square peg/round-hole Nagyian offense we've watched the last 4 years - but instead of expecting that roster spot to be Deebo Samuel just because we ""run Shanahan's scheme,"" how about we let him be Velus and find out what he brings?",2022-04-30 15:59:10+00:00,[]
231,"22 ||  hello ✌🏼😙
🇬🇹 × 🇯🇵

i write sometimes lol

GOOD MORNING, LILI! IT'S A GREAT DAY, TIME TO RISE AND SHINE - AleXa 2020
🔞 18+ only ☣ 暑いーから",my own world,56,"By attempting to fake a PTSD test, Amber Heard simply exposed herself.

Psychologist Dr. Curry testified that she said ""yes"" to all 19 symptoms which is uncommon even for those with SEVERE PTSD.

Faking PTSD is a slap in the face for those of us who truly suffer from it.",2022-04-30 15:59:20+00:00,[]
232,"#IStandWithUkraine #FuckPutin #GOPHasBloodOnTheirHands 
🌈Ally, 🎶lover, 🪦genealogist, #BLM  #VoteBlue #LaurenBoebertIsSoDumb
 🚫Listers NO LISTS",,0,"@elonmusk @pmarca When have you worked in the medical field? Have you treated MS patients, Alzheimer's patients, PTSD, trauma patients, shooting victims or even a kid with a cold? You have an opinion based on heresay. Talk to us when you have facts &amp; experience.",2022-04-30 15:59:41+00:00,[]
233,miserable,rotting,0,me going pale has to be a symptom of ptsd like HAS to be 😭,2022-04-30 15:59:43+00:00,[]
234,"Our mission is to support innovative research, clinician training and assist with access to Accelerated Resolution Therapy for individuals suffering from trauma","Tampa, FL",0,Approximately 11 to 20 out of every 100 veterans (between 11 to 20%) who served in operations Iraqi Freedom and Enduring Freedom have PTSD in a given year. Discover how Accelerated Resolution Therapy can help: https://t.co/7Lxb4Ei3Mx https://t.co/VfMWJlYZtF,2022-04-30 16:00:02+00:00,[]
235,,,7,ion think some parents understand that hitting ur child or destroying their belongings does not teach them a lesson or motivate them to behave better. ur literally just giving ur child PTSD.,2022-04-30 16:00:03+00:00,[]
236,♊️,"Baltimore, MD",37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 16:00:09+00:00,[]
237,"I want everyone to have enough. I spent my career working to save lives. Now I’m vaccinated mask & distance to save lives. That's not fear, it's responsibility.","Davis, CA - with Ukraine",0,"@Frenchg11623069 @Viktor_Renquist @impeachqueen @kim_because @Badams820 @rjocore989 @GreenGuerilla1 @dqschmidt15 @pekkerwuud @PatricktheB @flightmedic711 @AdorablePodcast @ahrehead @WorkersUtopia @VinceGottalotta @dirk_fasshauer @KitemanArgues @th1rt3en_TM @ziggywilde @BrianNazarenus @thlong20 @Friendof_Darwin @megafant1 @P60291826 @triadaxiom @SockPuppetTruth @RAGINxCAJUN @JGainsbourgh @SapienWoman @bitterclingerpa @Krispi_Largo @WhoaDanWhoa @MJB24681 @Cerulea78083156 @ms_julialee @43Cyoa @MurphyYuiko @AnthonyT2_ @TheLivingKira @LolLolcats99 @TXWomenRESIST @SAmbitionist @JaneKn0wsBest @Mckenzi79691567 @mathmomma24 @PG13ScottWatson @Wanderinglord @pookah72450 @flightmedicems @Opsimath57 Before PTSD was as well known as today, I was having tea with a friend recently returned from Vietnam. A car backfired outside and before I took my next breath, I was on my back on the floor with him lying on top of me. 
For me it was a moment. For him, the rest of his life.",2022-04-30 16:00:13+00:00,[]
238,"Social Presciber CLPCN, Trainee Counsellor, Trustee of Big Love Sista CIC, Artist & Writer, Cat Mum, She/Her, 🏳️‍🌈 opinions my own, she/her","Liverpool, England",2,"Please remember - #PTSDResolution delivers prompt, local, brief, individual &amp; effective help for UK Veterans, Reservists &amp; families. Our FREE therapy is available in-person, online or by phone. Just ring 0300 302 0551 or email contact@ptsdresolution.org Please share! 🙏
#PTSD https://t.co/UPvRxcvcU4",2022-04-30 16:00:14+00:00,['PTSDResolution']
239,i am no one. i have no desire to be anyone. i am simply just trying 2 vibe | @twitch partner / marketing & content @ggbleed ✧,,0,ez 4k clutch but this map gives me ptsd https://t.co/X9TlN9AK55,2022-04-30 16:00:35+00:00,[]
240,magnetic,"Denver, CO",0,My dog keeps going in my shower and eating my shampoo what the frick,2022-04-30 16:00:37+00:00,[]
